,electricity_consumption_statista_eia_Gigawatt/h,fred_natgas_price_MHHNGSP,italy_gdpcap_VALUE,milano_weather_Avg. Temp.,milano_weather_Avg. Wind,torino_weather_Avg. Temp.,torino_weather_Avg. Wind,italy_population_refinitiv_statista_Population,napoli_weather_Avg. Temp.,napoli_weather_Avg. Wind,brent_oil_price_LCOc1,energy_mix_eia_Fossil fuels (billion kWh),energy_mix_eia_Hydroelectricity (billion kWh),energy_mix_eia_Solar (billion kWh),energy_mix_eia_Wind (billion kWh),energy_mix_eia_Biomass and waste (billion kWh),roma_weather_Avg. Temp.,roma_weather_Avg. Wind,oal_close_price_refiniti_CO-FOBNWC-AU,italy_electricity_close_price_GMERTRB
2005-01-02,307.7617,6.14,32020.21,3.7,3.0,2.1,5.0,57969484.0,7.1,2.0,41.04,83.9321994,12.9703363,0.0112609,0.8514667,2.2347367,5.0,7.0,53.1,61.3104
2005-01-03,307.79686957396694,6.118808840685915,32011.094819044858,6.30003423996545,7.000783150306542,4.099986397618135,7.000064936277066,57969379.69168732,8.000177649153986,9.999712767411753,37.1076454372061,83.9178369902846,12.986179812862932,0.01120480379439346,0.8500646473010012,2.2347137468435148,7.399779084774363,13.999576594072655,52.91986449405587,60.12722845551331
2005-01-04,307.831930614262,6.099756581046638,32002.01804697146,5.399542403907009,7.9983842884507075,3.0995482788006776,5.99923396523332,57969276.269711316,8.399778330124454,4.998281281538987,37.76428198007875,83.90353557742183,13.001954489897368,0.011148969052755735,0.8486692878579304,2.2346916779383776,5.900023638942062,8.998657531117075,52.77592516587935,59.08861458542544
2005-01-05,307.86688327885105,6.082795052702724,31992.9796507557,4.700214503845073,1.9997525928828863,2.5003228751275177,3.9998473946881794,57969173.73432119,7.7003413793441515,1.9990318935200666,40.51149737122335,83.88929506990534,13.017660433203494,0.011093395347981108,0.8472806129070038,2.2346704918816735,7.700978031731904,8.000219806036856,52.66444878922213,32.88677234957479
2005-01-06,307.9017277256999,6.067876087274734,31983.97959737343,4.69835459524719,6.000512920902761,3.600194892774402,5.000324951472866,57969072.08576603,9.801459064728023,2.0025321752868592,42.850879353519744,83.87511537622868,13.033297744881478,0.011038082252963844,0.845898613684437,2.234650187270484,8.39979483484263,7.9994890748477285,52.58170213783584,53.31598458160021
2005-01-07,307.9364641127743,6.054951516383215,31975.01785380053,0.8982497293602599,1.9978334363800307,2.698989823556389,3.9986257599395603,57968971.324295044,10.09820366705768,5.9990777150548915,43.179859143126784,83.86099640488551,13.048866527031503,0.01098302934059822,0.8445232814264457,2.234630762701892,7.298380814872938,6.999656857529001,52.52395198547218,40.79046150368869
2005-01-08,307.97109259804006,6.04397317164872,31966.094387012894,2.2032934967250553,3.0005362455923854,2.200307747259875,3.0000377208560924,57968871.45015739,8.000964252478592,0.9975703479570404,43.00867252630997,83.8469380643695,13.064366881753756,0.010928236183778518,0.8431546073692462,2.2346122167729834,6.000793842259297,6.999380011333298,52.48746510588283,41.130357966638506
2005-01-09,308.0056133394633,6.034892884691807,31957.2091639864,5.302670331691465,2.000522908720639,2.9006905321082463,4.001755028500846,57968772.46360223,10.800511198305815,3.0020300013624586,42.89116118110756,83.83294026317431,13.079798911148416,0.010873702355399011,0.8417925827490547,2.2345945480808425,7.8003436886223705,5.99982831915963,52.468508272819456,80.29657895608078
2005-01-10,308.04002649500944,6.027662487133035,31948.362151696907,6.400392841170839,4.000956877162282,3.1000734872653752,5.0000218508428524,57968674.364878714,8.197160747636659,1.9979914293417373,42.92017952525178,83.81900290979347,13.095162717315654,0.010819427428353975,0.8404371988020862,2.2345777552225505,6.599784814991575,7.001621231862821,52.46334826003372,86.90413028250342
2005-01-11,308.0743322226444,6.022233810592949,31939.553317120295,6.1988896862101655,2.9995568800015677,2.6978667795353752,3.9976328952653444,57968577.15423602,8.401208642405917,2.0018823429982455,43.12032571770369,83.80512591272065,13.110458402355654,0.010765410975537683,0.8390884467645571,2.2345618367951925,8.101909674672479,6.997471852197022,52.46825184127729,84.25014110011364
